sector,from_iso3,to_iso3,dggo
Leather,IDN,CAN,-72667.46875
Leather,BGR,CAN,0.419921875
Leather,GBR,CAN,-10324.0859375
Leather,CAN,CAN,0.0
Leather,KOR,CAN,7645.517578125
Leather,CYP,CAN,0.0
Leather,BEL,CAN,-1737.6796875
Leather,HUN,CAN,-12.75390625
Leather,PRT,CAN,-15401.30859375
Leather,POL,CAN,8.681640625
Leather,NLD,CAN,-10699.52734375
Leather,ROU,CAN,0.0
Leather,SVN,CAN,-1467.228515625
Leather,FRA,CAN,-184312.400390625
Leather,EST,CAN,37.5703125
Leather,SVK,CAN,-11023.509765625
Leather,LTU,CAN,-1.30078125
Leather,ESP,CAN,-1560.271484375
Leather,TWN,CAN,0.0
Leather,CHN,CAN,14823952.041015625
Leather,AUS,CAN,882.431640625
Leather,LVA,CAN,-2.39453125
Leather,IRL,CAN,-1092.17578125
Leather,DNK,CAN,-8146.7421875
Leather,MLT,CAN,4.673828125
Leather,FIN,CAN,-1091.486328125
Leather,RoW,CAN,-10998305.8828125
Leather,JPN,CAN,1160.578125
Leather,TUR,CAN,2247.751953125
Leather,ITA,CAN,114423.486328125
Leather,AUT,CAN,-21355.294921875
Leather,IND,CAN,-15898.59765625
Leather,RUS,CAN,51.869140625
Leather,CZE,CAN,7448.943359375
Leather,MEX,CAN,-33374.4609375
Leather,BRA,CAN,-45762.0703125
Leather,GRC,CAN,-644.185546875
Leather,USA,KOR,1372445.33203125
Leather,LUX,KOR,-4810.26953125
Leather,SWE,KOR,825.650390625
Leather,DEU,KOR,-7128.19140625
Leather,IDN,KOR,-617819.94921875
Leather,BGR,KOR,1463.0234375
Leather,GBR,KOR,44240.73828125
Leather,CAN,KOR,4596.755859375
Leather,KOR,KOR,0.0
Leather,CYP,KOR,251.9609375
Leather,BEL,KOR,8712.517578125
Leather,HUN,KOR,9459.33203125
Leather,PRT,KOR,15075.8828125
Leather,POL,KOR,8637.595703125
Leather,NLD,KOR,2545.8125
Leather,ROU,KOR,0.0
Leather,SVN,KOR,167.755859375
Leather,FRA,KOR,341801.6953125
Leather,EST,KOR,2.064453125
Leather,SVK,KOR,-13719.150390625
Leather,LTU,KOR,30.8359375
Leather,ESP,KOR,662069.46484375
Leather,TWN,KOR,0.0
Leather,CHN,KOR,211696134.70117187
Leather,AUS,KOR,181255.833984375
Leather,LVA,KOR,0.0
Leather,IRL,KOR,287.15625
Leather,DNK,KOR,1066.421875
Leather,MLT,KOR,0.0
Leather,FIN,KOR,1678.029296875
Leather,RoW,KOR,-214117657.81640625
Leather,JPN,KOR,654871.955078125
Leather,TUR,KOR,229214.771484375
Leather,ITA,KOR,13842679.08203125
Leather,AUT,KOR,-6642.02734375
Leather,IND,KOR,745593.41015625
Leather,RUS,KOR,69662.69921875
Leather,CZE,KOR,60951.04296875
Leather,MEX,KOR,-24465.30859375
Leather,BRA,KOR,326062.095703125
Leather,GRC,KOR,92.603515625
Leather,USA,CYP,1014.962890625
Leather,LUX,CYP,5.361328125
Leather,SWE,CYP,-693.64453125
Leather,DEU,CYP,-26103.18359375
Leather,IDN,CYP,-733.359375
Leather,BGR,CYP,-182.474609375
Leather,GBR,CYP,-43759.20703125
Leather,CAN,CYP,35.541015625
Leather,KOR,CYP,375.94921875
Leather,CYP,CYP,0.0
Leather,BEL,CYP,-9259.62890625
Leather,HUN,CYP,-74.873046875
Leather,PRT,CYP,-6122.69140625
Leather,POL,CYP,88.076171875
Leather,NLD,CYP,-54240.740234375
Leather,ROU,CYP,0.0
Leather,SVN,CYP,-46.865234375
Leather,FRA,CYP,-49311.36328125
Leather,EST,CYP,32.1171875
Leather,SVK,CYP,-146.234375
Leather,LTU,CYP,23.599609375
Leather,ESP,CYP,15702.830078125
Leather,TWN,CYP,0.0
Leather,CHN,CYP,892646.982421875
Leather,AUS,CYP,1283.365234375
Leather,LVA,CYP,28.216796875
Leather,IRL,CYP,8.0234375
Leather,DNK,CYP,-15292.404296875
Leather,MLT,CYP,783.904296875
Leather,FIN,CYP,-103.701171875
Leather,RoW,CYP,-602517.16796875
Leather,JPN,CYP,267.93359375
Leather,TUR,CYP,25084.474609375
Leather,ITA,CYP,159214.853515625
Leather,AUT,CYP,-1940.302734375
Leather,IND,CYP,-863.52734375
Leather,RUS,CYP,720.53515625
Leather,CZE,CYP,941.6015625
Leather,MEX,CYP,25.73828125
Leather,BRA,CYP,-7639.759765625
Leather,GRC,CYP,-221487.814453125
Leather,USA,BEL,77261.609375
Leather,LUX,BEL,-135162.650390625
Leather,SWE,BEL,-51181.666015625
Leather,DEU,BEL,-1911360.4765625
Leather,IDN,BEL,-6414936.8671875
Leather,BGR,BEL,-2289.890625
Leather,GBR,BEL,-294659.44921875
Leather,CAN,BEL,1044.185546875
Leather,KOR,BEL,88793.9296875
Leather,CYP,BEL,-80.185546875
Leather,BEL,BEL,0.0
Leather,HUN,BEL,-86292.60546875
Leather,PRT,BEL,-212138.5078125
Leather,POL,BEL,10407.80859375
Leather,NLD,BEL,-3119735.2265625
Leather,ROU,BEL,0.0
Leather,SVN,BEL,-9946.6875
Leather,FRA,BEL,-2608116.044921875
Leather,EST,BEL,92.404296875
Leather,SVK,BEL,-113499.462890625
Leather,LTU,BEL,4.41015625
Leather,ESP,BEL,361779.087890625
Leather,TWN,BEL,0.0
Leather,CHN,BEL,92228920.154296875
Leather,AUS,BEL,2034.115234375
Leather,LVA,BEL,-514.00390625
Leather,IRL,BEL,-7919.404296875
Leather,DNK,BEL,-42511.611328125
Leather,MLT,BEL,44385.279296875
Leather,FIN,BEL,-17744.580078125
Leather,RoW,BEL,-62770368.236328125
Leather,JPN,BEL,15219.974609375
Leather,TUR,BEL,42729.15625
Leather,ITA,BEL,3149670.9140625
Leather,AUT,BEL,-159355.638671875
Leather,IND,BEL,61481.185546875
Leather,RUS,BEL,613.794921875
Leather,CZE,BEL,127612.88671875
Leather,MEX,BEL,-15043.740234375
Leather,BRA,BEL,-22628.111328125
Leather,GRC,BEL,-9304.40234375
Leather,USA,HUN,300396.01953125
Leather,LUX,HUN,31678.275390625
Leather,SWE,HUN,369145.89453125
Leather,DEU,HUN,11418513.775390625
Leather,IDN,HUN,59219.564453125
Leather,BGR,HUN,582514.01171875
Leather,GBR,HUN,251159.173828125
Leather,CAN,HUN,2458.708984375
Leather,KOR,HUN,34096.677734375
Leather,CYP,HUN,5122.322265625
Leather,BEL,HUN,2221914.3984375
Leather,HUN,HUN,0.0
Leather,PRT,HUN,98030.939453125
Leather,POL,HUN,2442473.6015625
Leather,NLD,HUN,866755.4375
Leather,ROU,HUN,0.0
Leather,SVN,HUN,243198.669921875
Leather,FRA,HUN,482952.87890625
Leather,EST,HUN,0.0
Leather,SVK,HUN,1002149.814453125
Leather,LTU,HUN,1424.556640625
Leather,ESP,HUN,1085971.78515625
Leather,TWN,HUN,0.0
Leather,CHN,HUN,5020197.734375
Leather,AUS,HUN,33272.9609375
Leather,LVA,HUN,213.05859375
Leather,IRL,HUN,5874.71875
Leather,DNK,HUN,36147.314453125
Leather,MLT,HUN,1334.158203125
Leather,FIN,HUN,19099.0078125
Leather,RoW,HUN,-49155754.5859375
Leather,JPN,HUN,7312.994140625
Leather,TUR,HUN,523707.470703125
Leather,ITA,HUN,9198464.88671875
Leather,AUT,HUN,1708339.107421875
Leather,IND,HUN,1012095.484375
Leather,RUS,HUN,8987.78515625
Leather,CZE,HUN,2482707.80078125
Leather,MEX,HUN,6721.0703125
Leather,BRA,HUN,872910.81640625
Leather,GRC,HUN,21077.025390625
Leather,USA,PRT,16047.009765625
Leather,LUX,PRT,-39433.986328125
Leather,SWE,PRT,-67515.404296875
Leather,DEU,PRT,-1065507.408203125
Leather,IDN,PRT,-44810.515625
Leather,BGR,PRT,70.763671875
Leather,GBR,PRT,-111798.044921875
Leather,CAN,PRT,248.1640625
Leather,KOR,PRT,5300.46484375
Leather,CYP,PRT,-651.462890625
Leather,BEL,PRT,-262086.708984375
Leather,HUN,PRT,-8569.6171875
Leather,PRT,PRT,0.0
Leather,POL,PRT,14945.57421875
Leather,NLD,PRT,-590862.234375
Leather,ROU,PRT,0.0
Leather,SVN,PRT,-32369.171875
Leather,FRA,PRT,-831265.529296875
Leather,EST,PRT,114.34375
Leather,SVK,PRT,-55488.296875
Leather,LTU,PRT,-5599.0
Leather,ESP,PRT,2753017.625
Leather,TWN,PRT,0.0
Leather,CHN,PRT,8852895.416015625
Leather,AUS,PRT,386.79296875
Leather,LVA,PRT,29.24609375
Leather,IRL,PRT,-286.15234375
Leather,DNK,PRT,-11784.046875
Leather,MLT,PRT,1078.546875
Leather,FIN,PRT,-9507.521484375
Leather,RoW,PRT,-9984710.625
Leather,JPN,PRT,1437.875
Leather,TUR,PRT,6054.29296875
Leather,ITA,PRT,3193993.826171875
Leather,AUT,PRT,-321047.626953125
Leather,IND,PRT,60721.11328125
Leather,RUS,PRT,80820.44921875
Leather,CZE,PRT,23154.251953125
Leather,MEX,PRT,-3389.52734375
Leather,BRA,PRT,-110530.6484375
Leather,GRC,PRT,-3818.279296875
Leather,USA,POL,-3021.80859375
Leather,LUX,POL,-20044.951171875
Leather,SWE,POL,-100598.63671875
Leather,DEU,POL,-1915108.0703125
Leather,IDN,POL,-775453.771484375
Leather,BGR,POL,-26866.150390625
Leather,GBR,POL,-135738.7265625
Leather,CAN,POL,-1151.390625
Leather,KOR,POL,20715.703125
Leather,CYP,POL,-2074.806640625
Leather,BEL,POL,-88301.43359375
Leather,HUN,POL,-210778.98828125
Leather,PRT,POL,-171766.740234375
Leather,POL,POL,0.0
Leather,NLD,POL,-435218.7578125
Leather,ROU,POL,0.0
Leather,SVN,POL,-14475.16015625
Leather,FRA,POL,-211384.791015625
Leather,EST,POL,-1678.029296875
Leather,SVK,POL,-226296.583984375
Leather,LTU,POL,-27625.470703125
Leather,ESP,POL,-25838.048828125
Leather,TWN,POL,0.0
Leather,CHN,POL,42256423.095703125
Leather,AUS,POL,234.216796875
Leather,LVA,POL,-7994.068359375
Leather,IRL,POL,-5144.287109375
Leather,DNK,POL,-113273.01953125
Leather,MLT,POL,63.91796875
Leather,FIN,POL,-19095.619140625
Leather,RoW,POL,-25612347.373046875
Leather,JPN,POL,5180.89453125
Leather,TUR,POL,20141.986328125
Leather,ITA,POL,552394.896484375
Leather,AUT,POL,-391228.982421875
Leather,IND,POL,-350340.80078125
Leather,RUS,POL,34328.4609375
Leather,CZE,POL,133794.140625
Leather,MEX,POL,-30937.572265625
Leather,BRA,POL,-204725.8515625
Leather,GRC,POL,-15032.9765625
Leather,USA,NLD,182581.90234375
Leather,LUX,NLD,-11204.578125
Leather,SWE,NLD,-42932.568359375
Leather,DEU,NLD,-2815886.517578125
Leather,IDN,NLD,-2782953.478515625
Leather,BGR,NLD,1446.09375
Leather,GBR,NLD,-345923.888671875
Leather,CAN,NLD,1763.64453125
Leather,KOR,NLD,72716.556640625
Leather,CYP,NLD,331.48046875
Leather,BEL,NLD,-523122.1484375
Leather,HUN,NLD,-8891.77734375
Leather,PRT,NLD,-614531.3984375
Leather,POL,NLD,129292.34765625
Leather,NLD,NLD,0.0
Leather,ROU,NLD,0.0
Leather,SVN,NLD,-9377.12109375
Leather,FRA,NLD,-385844.48828125
Leather,EST,NLD,328.763671875
Leather,SVK,NLD,-14977.71484375
Leather,LTU,NLD,-1181.14453125
Leather,ESP,NLD,349398.330078125
Leather,TWN,NLD,0.0
Leather,CHN,NLD,89184417.87890625
Leather,AUS,NLD,22893.541015625
Leather,LVA,NLD,-28.955078125
Leather,IRL,NLD,-6356.732421875
Leather,DNK,NLD,-154745.361328125
Leather,MLT,NLD,677.6328125
Leather,FIN,NLD,-24866.23828125
Leather,RoW,NLD,-72566062.51171875
Leather,JPN,NLD,45948.365234375
Leather,TUR,NLD,202317.349609375
Leather,ITA,NLD,3166769.435546875
Leather,AUT,NLD,-125494.359375
Leather,IND,NLD,371802.2421875
Leather,RUS,NLD,12631.580078125
Leather,CZE,NLD,304256.125
Leather,MEX,NLD,-48510.9296875
Leather,BRA,NLD,-59181.8203125
Leather,GRC,NLD,-6773.51953125
Leather,USA,ROU,0.0
Leather,LUX,ROU,0.0
Leather,SWE,ROU,0.0
Leather,DEU,ROU,0.0
Leather,IDN,ROU,0.0
Leather,BGR,ROU,0.0
Leather,GBR,ROU,0.0
Leather,CAN,ROU,0.0
Leather,KOR,ROU,0.0
Leather,CYP,ROU,0.0
Leather,BEL,ROU,0.0
Leather,HUN,ROU,0.0
Leather,PRT,ROU,0.0
Leather,POL,ROU,0.0
Leather,NLD,ROU,0.0
Leather,ROU,ROU,0.0
Leather,SVN,ROU,0.0
Leather,FRA,ROU,0.0
Leather,EST,ROU,0.0
Leather,SVK,ROU,0.0
Leather,LTU,ROU,0.0
Leather,ESP,ROU,0.0
Leather,TWN,ROU,0.0
Leather,CHN,ROU,0.0
Leather,AUS,ROU,0.0
Leather,LVA,ROU,0.0
Leather,IRL,ROU,0.0
Leather,DNK,ROU,0.0
Leather,MLT,ROU,0.0
Leather,FIN,ROU,0.0
Leather,JPN,ROU,0.0
Leather,TUR,ROU,0.0
Leather,ITA,ROU,0.0
Leather,AUT,ROU,0.0
Leather,IND,ROU,0.0
Leather,RUS,ROU,0.0
Leather,CZE,ROU,0.0
Leather,MEX,ROU,0.0
Leather,BRA,ROU,0.0
Leather,GRC,ROU,0.0
Leather,USA,SVN,28994.755859375
Leather,LUX,SVN,126.931640625
Leather,SWE,SVN,44538.931640625
Leather,DEU,SVN,612109.587890625
Leather,IDN,SVN,274423.91796875
Leather,BGR,SVN,27142.794921875
Leather,GBR,SVN,23673.673828125
Leather,CAN,SVN,2678.298828125
Leather,KOR,SVN,12144.537109375
Leather,CYP,SVN,122.880859375
Leather,BEL,SVN,175980.94140625
Leather,HUN,SVN,408257.765625
Leather,PRT,SVN,95310.91015625
Leather,POL,SVN,114792.400390625
Leather,NLD,SVN,92346.185546875
Leather,ROU,SVN,0.0
Leather,SVN,SVN,0.0
Leather,FRA,SVN,99289.666015625
Leather,EST,SVN,25936.6640625
Leather,SVK,SVN,65199.24609375
Leather,LTU,SVN,417.51171875
Leather,ESP,SVN,242228.5078125
Leather,TWN,SVN,0.0
Leather,CHN,SVN,15763428.98046875
Leather,AUS,SVN,1189.865234375
Leather,LVA,SVN,23.939453125
Leather,IRL,SVN,2916.849609375
Leather,DNK,SVN,16003.00390625
Leather,MLT,SVN,337.974609375
Leather,FIN,SVN,21616.341796875
Leather,RoW,SVN,-33719974.58203125
Leather,JPN,SVN,3377.720703125
Leather,TUR,SVN,172757.388671875
Leather,ITA,SVN,4487174.998046875
Leather,AUT,SVN,142107.5234375
Leather,IND,SVN,268488.92578125
Leather,RUS,SVN,5860.6328125
Leather,CZE,SVN,187376.150390625
Leather,MEX,SVN,195.826171875
Leather,BRA,SVN,107893.982421875
Leather,GRC,SVN,44796.345703125
Leather,USA,FRA,781492.890625
Leather,LUX,FRA,-45379.10546875
Leather,SWE,FRA,-46404.72265625
Leather,DEU,FRA,-3383055.44140625
Leather,IDN,FRA,-5279553.857421875
Leather,BGR,FRA,65796.5234375
Leather,GBR,FRA,-329974.828125
Leather,CAN,FRA,10845.26953125
Leather,KOR,FRA,284039.55859375
Leather,CYP,FRA,974.9609375
Leather,BEL,FRA,261137.279296875
Leather,HUN,FRA,-20248.3515625
Leather,PRT,FRA,-1382213.9765625
Leather,POL,FRA,125206.447265625
Leather,NLD,FRA,-719278.865234375
Leather,ROU,FRA,0.0
Leather,SVN,FRA,-35871.76171875
Leather,FRA,FRA,0.0
Leather,EST,FRA,616.90625
Leather,SVK,FRA,-877093.58203125
Leather,LTU,FRA,1902.2734375
Leather,ESP,FRA,8936392.197265625
Leather,TWN,FRA,0.0
Leather,CHN,FRA,481219600.23046875
Leather,AUS,FRA,81982.53515625
Leather,LVA,FRA,-1665.57421875
Leather,IRL,FRA,2727.755859375
Leather,DNK,FRA,-44270.310546875
Leather,MLT,FRA,16737.904296875
Leather,FIN,FRA,-19313.177734375
Leather,RoW,FRA,-495984275.54882812
Leather,JPN,FRA,382296.767578125
Leather,TUR,FRA,632626.353515625
Leather,ITA,FRA,63286305.384765625
Leather,AUT,FRA,-253308.361328125
Leather,IND,FRA,2519599.943359375
Leather,RUS,FRA,178187.556640625
Leather,CZE,FRA,1563312.908203125
Leather,MEX,FRA,-99581.373046875
Leather,BRA,FRA,90226.05078125
Leather,GRC,FRA,-751.66015625
Leather,USA,EST,886.9375
Leather,LUX,EST,24.962890625
Leather,SWE,EST,-17922.015625
Leather,DEU,EST,-69020.376953125
Leather,IDN,EST,-25133.314453125
Leather,BGR,EST,-287.01171875
Leather,GBR,EST,-3811.703125
Leather,CAN,EST,-67.578125
Leather,KOR,EST,834.359375
Leather,CYP,EST,50.650390625
Leather,BEL,EST,-3507.1171875
Leather,HUN,EST,-425.546875
Leather,PRT,EST,-16584.30859375
Leather,POL,EST,390.4453125
Leather,NLD,EST,-9483.443359375
Leather,ROU,EST,0.0
Leather,SVN,EST,-13109.03125
Leather,FRA,EST,-19906.3828125
Leather,EST,EST,0.0
Leather,SVK,EST,-20189.759765625
Leather,LTU,EST,-9807.994140625
Leather,ESP,EST,1138.08203125
Leather,TWN,EST,0.0
Leather,CHN,EST,2877952.681640625
Leather,AUS,EST,162.478515625
Leather,LVA,EST,-21135.810546875
Leather,IRL,EST,-205.544921875
Leather,DNK,EST,-3407.0546875
Leather,MLT,EST,0.0
Leather,FIN,EST,-91395.611328125
Leather,RoW,EST,-2091723.646484375
Leather,JPN,EST,447.5078125
Leather,TUR,EST,19005.482421875
Leather,ITA,EST,93995.373046875
Leather,AUT,EST,-15481.72265625
Leather,IND,EST,-4538.306640625
Leather,RUS,EST,54965.62890625
Leather,CZE,EST,6757.9296875
Leather,MEX,EST,43.2421875
Leather,BRA,EST,-5013.28125
Leather,GRC,EST,36.044921875
Leather,USA,SVK,63972.640625
Leather,LUX,SVK,485.1484375
Leather,SWE,SVK,20753.705078125
Leather,DEU,SVK,1386924.376953125
Leather,IDN,SVK,2049706.88671875
Leather,BGR,SVK,18013.1015625
Leather,GBR,SVK,107238.77734375
Leather,CAN,SVK,5579.81640625
Leather,KOR,SVK,48288.453125
Leather,CYP,SVK,28.74609375
Leather,BEL,SVK,1040906.33203125
Leather,HUN,SVK,383779.03515625
Leather,PRT,SVK,373414.953125
Leather,POL,SVK,1109674.3125
Leather,NLD,SVK,133447.076171875
Leather,ROU,SVK,0.0
Leather,SVN,SVK,68784.07421875
Leather,FRA,SVK,217155.015625
Leather,EST,SVK,2.109375
Leather,SVK,SVK,0.0
Leather,LTU,SVK,343.912109375
Leather,ESP,SVK,396874.6640625
Leather,TWN,SVK,0.0
Leather,CHN,SVK,17153801.419921875
Leather,AUS,SVK,458126.728515625
Leather,LVA,SVK,59.482421875
Leather,IRL,SVK,3065.482421875
Leather,DNK,SVK,61606.619140625
Leather,MLT,SVK,182.220703125
Leather,FIN,SVK,72042.35546875
Leather,RoW,SVK,-64616715.427734375
Leather,JPN,SVK,16243.18359375
Leather,TUR,SVK,119964.37109375
Leather,ITA,SVK,5073531.958984375
Leather,AUT,SVK,699878.25
Leather,IND,SVK,2492403.537109375
Leather,RUS,SVK,2811.865234375
Leather,CZE,SVK,2197520.544921875
Leather,MEX,SVK,1415.43359375
Leather,BRA,SVK,331546.453125
Leather,GRC,SVK,5552.98828125
Leather,USA,LTU,1342.1484375
Leather,LUX,LTU,27.115234375
Leather,SWE,LTU,-16962.021484375
Leather,DEU,LTU,-334029.64453125
Leather,IDN,LTU,-1519.7890625
Leather,BGR,LTU,104.02734375
Leather,GBR,LTU,-30012.91015625
Leather,CAN,LTU,42.734375
Leather,KOR,LTU,20667.8125
Leather,CYP,LTU,57.962890625
Leather,BEL,LTU,-9706.873046875
Leather,HUN,LTU,-717.267578125
Leather,PRT,LTU,-4473.39453125
Leather,POL,LTU,41410.537109375
Leather,NLD,LTU,-32464.07421875
Leather,ROU,LTU,0.0
Leather,SVN,LTU,-1565.779296875
Leather,FRA,LTU,-19064.05078125
Leather,EST,LTU,11805.982421875
Leather,SVK,LTU,-581.3515625
Leather,LTU,LTU,0.0
Leather,ESP,LTU,18064.869140625
Leather,TWN,LTU,0.0
Leather,CHN,LTU,1031980.259765625
Leather,AUS,LTU,103.431640625
Leather,LVA,LTU,-25830.19921875
Leather,IRL,LTU,20.796875
Leather,DNK,LTU,-13261.041015625
Leather,MLT,LTU,0.0
Leather,FIN,LTU,-9951.7734375
Leather,RoW,LTU,-800999.87109375
Leather,JPN,LTU,81.34765625
Leather,TUR,LTU,4139.525390625
Leather,ITA,LTU,191182.58203125
Leather,AUT,LTU,-19537.71484375
Leather,IND,LTU,11939.466796875
Leather,RUS,LTU,22954.625
Leather,CZE,LTU,7016.908203125
Leather,MEX,LTU,46.2109375
Leather,BRA,LTU,-5404.146484375
Leather,GRC,LTU,-67.677734375
Leather,USA,ESP,91736.60546875
Leather,LUX,ESP,-26942.833984375
Leather,SWE,ESP,-8276.830078125
Leather,DEU,ESP,-461161.876953125
Leather,IDN,ESP,-1693021.0234375
Leather,BGR,ESP,3478.5625
Leather,GBR,ESP,-78364.98046875
Leather,CAN,ESP,2154.2890625
Leather,KOR,ESP,85673.375
Leather,CYP,ESP,490.505859375
Leather,BEL,ESP,96820.333984375
Leather,HUN,ESP,-87.65625
Leather,PRT,ESP,-147117.53125
Leather,POL,ESP,25747.927734375
Leather,NLD,ESP,-559623.11328125
Leather,ROU,ESP,0.0
Leather,SVN,ESP,-474.251953125
Leather,FRA,ESP,-1343798.3046875
Leather,EST,ESP,817.392578125
Leather,SVK,ESP,-20424.990234375
Leather,LTU,ESP,463.044921875
Leather,ESP,ESP,0.0
Leather,TWN,ESP,0.0
Leather,CHN,ESP,175051914.14648437
Leather,AUS,ESP,2079.765625
Leather,LVA,ESP,-231.908203125
Leather,IRL,ESP,16629.400390625
Leather,DNK,ESP,-9448.0390625
Leather,MLT,ESP,74.638671875
Leather,FIN,ESP,-3250.689453125
Leather,RoW,ESP,-153772775.84179687
Leather,JPN,ESP,36072.66796875
Leather,TUR,ESP,137549.1328125
Leather,ITA,ESP,8976126.052734375
Leather,AUT,ESP,-145796.84375
Leather,IND,ESP,1168645.107421875
Leather,RUS,ESP,250601.12109375
Leather,CZE,ESP,70514.05859375
Leather,MEX,ESP,-67421.08984375
Leather,BRA,ESP,83380.453125
Leather,GRC,ESP,1046.4375
Leather,USA,TWN,0.0
Leather,LUX,TWN,0.0
Leather,SWE,TWN,0.0
Leather,DEU,TWN,0.0
Leather,IDN,TWN,0.0
Leather,BGR,TWN,0.0
Leather,GBR,TWN,0.0
Leather,CAN,TWN,0.0
Leather,KOR,TWN,0.0
Leather,CYP,TWN,0.0
Leather,BEL,TWN,0.0
Leather,HUN,TWN,0.0
Leather,PRT,TWN,0.0
Leather,POL,TWN,0.0
Leather,NLD,TWN,0.0
Leather,ROU,TWN,0.0
Leather,SVN,TWN,0.0
Leather,FRA,TWN,0.0
Leather,EST,TWN,0.0
Leather,SVK,TWN,0.0
Leather,LTU,TWN,0.0
Leather,ESP,TWN,0.0
Leather,TWN,TWN,0.0
Leather,CHN,TWN,0.0
Leather,AUS,TWN,0.0
Leather,LVA,TWN,0.0
Leather,IRL,TWN,0.0
Leather,DNK,TWN,0.0
Leather,MLT,TWN,0.0
Leather,FIN,TWN,0.0
Leather,JPN,TWN,0.0
Leather,TUR,TWN,0.0
Leather,ITA,TWN,0.0
Leather,AUT,TWN,0.0
Leather,IND,TWN,0.0
Leather,RUS,TWN,0.0
Leather,CZE,TWN,0.0
Leather,MEX,TWN,0.0
Leather,BRA,TWN,0.0
Leather,GRC,TWN,0.0
Leather,USA,CHN,55878252.01171875
Leather,LUX,CHN,15234.525390625
Leather,SWE,CHN,151442.181640625
Leather,DEU,CHN,5647563.998046875
Leather,IDN,CHN,17482897.380859375
Leather,BGR,CHN,89151.328125
Leather,GBR,CHN,2268789.541015625
Leather,CAN,CHN,763276.89453125
Leather,KOR,CHN,144037298.83007812
Leather,CYP,CHN,1180.99609375
Leather,BEL,CHN,674345.421875
Leather,HUN,CHN,897434.794921875
Leather,PRT,CHN,1425093.412109375
Leather,POL,CHN,127562.869140625
Leather,NLD,CHN,2900569.93359375
Leather,ROU,CHN,0.0
Leather,SVN,CHN,138718.3046875
Leather,FRA,CHN,24804264.11328125
Leather,EST,CHN,20198.427734375
Leather,SVK,CHN,1039596.33984375
Leather,LTU,CHN,1154.458984375
Leather,ESP,CHN,18113685.421875
Leather,TWN,CHN,0.0
Leather,CHN,CHN,0.0
Leather,AUS,CHN,18868092.54296875
Leather,LVA,CHN,21156.91015625
Leather,IRL,CHN,64390.568359375
Leather,DNK,CHN,402302.01953125
Leather,MLT,CHN,37.865234375
Leather,FIN,CHN,148702.677734375
Leather,RoW,CHN,-847935149.1953125
Leather,JPN,CHN,26025863.93359375
Leather,TUR,CHN,3946486.947265625
Leather,ITA,CHN,211844738.234375
Leather,AUT,CHN,543380.7890625
Leather,IND,CHN,32972512.8671875
Leather,RUS,CHN,2024097.8515625
Leather,CZE,CHN,480196.96484375
Leather,MEX,CHN,5048831.869140625
Leather,BRA,CHN,65672594.892578125
Leather,GRC,CHN,45741.375
Leather,USA,AUS,-188231.865234375
Leather,LUX,AUS,-641.9140625
Leather,SWE,AUS,-34478.0
Leather,DEU,AUS,-243602.015625
Leather,IDN,AUS,-1103527.462890625
Leather,BGR,AUS,-1468.580078125
Leather,GBR,AUS,-80837.47265625
Leather,CAN,AUS,-9209.21875
Leather,KOR,AUS,-7765.7265625
Leather,CYP,AUS,0.0
Leather,BEL,AUS,-11934.44140625
Leather,HUN,AUS,-8574.068359375
Leather,PRT,AUS,-46762.212890625
Leather,POL,AUS,-6429.32421875
Leather,NLD,AUS,-49405.392578125
Leather,ROU,AUS,0.0
Leather,SVN,AUS,-768.134765625
Leather,FRA,AUS,-986567.740234375
Leather,EST,AUS,0.0
Leather,SVK,AUS,-29507.05859375
Leather,LTU,AUS,-49.185546875
Leather,ESP,AUS,-184485.02734375
Leather,TWN,AUS,0.0
Leather,CHN,AUS,51420218.69921875
Leather,AUS,AUS,0.0
Leather,LVA,AUS,0.0
Leather,IRL,AUS,-2448.04296875
Leather,DNK,AUS,-12310.58203125
Leather,MLT,AUS,0.0
Leather,FIN,AUS,-2104.18359375
Leather,RoW,AUS,-16222330.267578125
Leather,JPN,AUS,-1699.96484375
Leather,TUR,AUS,-6467.494140625
Leather,ITA,AUS,-811414.40234375
Leather,AUT,AUS,-19928.466796875
Leather,IND,AUS,-568278.55078125
Leather,RUS,AUS,-38.69921875
Leather,CZE,AUS,-1210.53515625
Leather,MEX,AUS,-23618.138671875
Leather,BRA,AUS,-293896.666015625
Leather,GRC,AUS,-939.62890625
Leather,USA,LVA,1395.341796875
Leather,LUX,LVA,41.994140625
Leather,SWE,LVA,-4535.267578125
Leather,DEU,LVA,-53607.80859375
Leather,IDN,LVA,-3200.296875
Leather,BGR,LVA,92.462890625
Leather,GBR,LVA,-1325.8828125
Leather,CAN,LVA,203.904296875
Leather,KOR,LVA,513.1484375
Leather,CYP,LVA,0.0
Leather,BEL,LVA,294.751953125
Leather,HUN,LVA,64.8125
Leather,PRT,LVA,-84.181640625
Leather,POL,LVA,25708.724609375
Leather,NLD,LVA,-8396.96484375
Leather,ROU,LVA,0.0
Leather,SVN,LVA,-407.671875
Leather,FRA,LVA,-3469.22265625
Leather,EST,LVA,31818.40625
Leather,SVK,LVA,-148.3515625
Leather,LTU,LVA,658.455078125
Leather,ESP,LVA,9437.080078125
Leather,TWN,LVA,0.0
Leather,CHN,LVA,312845.501953125
Leather,AUS,LVA,187.646484375
Leather,LVA,LVA,0.0
Leather,IRL,LVA,29.78125
